experiment,method,seed,sample_idx,instruction_count,cumulative_instruction_count,sample_name,cov_report,coverage_report_s,block_pct,block_covered,block_total,block_uncovered,branch_pct,branch_covered,branch_total,branch_uncovered,statement_pct,statement_covered,statement_total,statement_uncovered,expression_pct,expression_covered,expression_total,expression_uncovered,toggle_pct,toggle_covered,toggle_total,toggle_uncovered,statement_dup_pct,statement_dup_covered,statement_dup_total,statement_dup_uncovered,fsm_pct,fsm_covered,fsm_total,fsm_uncovered,assertion_pct,assertion_covered,assertion_total,assertion_uncovered,covergroup_pct,covergroup_covered,covergroup_total,covergroup_uncovered
ibex_bsdcov_guided_hazard_stall,bsdcov_guided_hazard_stall,888,1,1000,1000,bsd_cov_sample_001000,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/bsdcov_guided_hazard_stall_20k/sample_cov/bsdcov_guided_hazard_stall/bsd_cov_sample_001000/report/cov_report.txt,34.71449967403896,72.17,10089,13980,1703,47.67,3338,7002,358,73.21,10556,14419,2371,59.52,3412,5733,5063,44.18,16045,36321,9322,73.21,10556,14419,2371,37.68,52,138,,90.26,352,390,52,4.28,836,19552,
ibex_bsdcov_guided_hazard_stall,bsdcov_guided_hazard_stall,888,2,2000,2000,bsd_cov_sample_002000,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/bsdcov_guided_hazard_stall_20k/sample_cov/bsdcov_guided_hazard_stall/bsd_cov_sample_002000/report/cov_report.txt,35.030425907927565,72.17,10089,13980,1703,47.67,3338,7002,358,73.21,10556,14419,2371,59.52,3412,5733,5063,44.18,16045,36321,9322,73.21,10556,14419,2371,37.68,52,138,,90.26,352,390,52,4.28,836,19552,
ibex_bsdcov_guided_hazard_stall,bsdcov_guided_hazard_stall,888,3,3000,3000,bsd_cov_sample_003000,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/bsdcov_guided_hazard_stall_20k/sample_cov/bsdcov_guided_hazard_stall/bsd_cov_sample_003000/report/cov_report.txt,34.78456277202349,72.17,10089,13980,1703,47.67,3338,7002,358,73.21,10556,14419,2371,59.52,3412,5733,5063,44.18,16045,36321,9322,73.21,10556,14419,2371,37.68,52,138,,90.26,352,390,52,4.28,836,19552,
ibex_bsdcov_guided_hazard_stall,bsdcov_guided_hazard_stall,888,4,4000,4000,bsd_cov_sample_004000,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/bsdcov_guided_hazard_stall_20k/sample_cov/bsdcov_guided_hazard_stall/bsd_cov_sample_004000/report/cov_report.txt,34.78109793399926,72.17,10089,13980,1703,47.67,3338,7002,358,73.21,10556,14419,2371,59.52,3412,5733,5063,44.18,16045,36321,9322,73.21,10556,14419,2371,37.68,52,138,,90.26,352,390,52,4.28,836,19552,
ibex_bsdcov_guided_hazard_stall,bsdcov_guided_hazard_stall,888,5,5000,5000,bsd_cov_sample_005000,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/bsdcov_guided_hazard_stall_20k/sample_cov/bsdcov_guided_hazard_stall/bsd_cov_sample_005000/report/cov_report.txt,31.841579733067192,72.17,10089,13980,1703,47.67,3338,7002,358,73.21,10556,14419,2371,59.52,3412,5733,5063,44.18,16045,36321,9322,73.21,10556,14419,2371,37.68,52,138,,90.26,352,390,52,4.28,836,19552,
ibex_bsdcov_guided_hazard_stall,bsdcov_guided_hazard_stall,888,6,6000,6000,bsd_cov_sample_006000,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/bsdcov_guided_hazard_stall_20k/sample_cov/bsdcov_guided_hazard_stall/bsd_cov_sample_006000/report/cov_report.txt,31.582751554902643,72.17,10089,13980,1703,47.67,3338,7002,358,73.21,10556,14419,2371,59.52,3412,5733,5063,44.18,16045,36321,9322,73.21,10556,14419,2371,37.68,52,138,,90.26,352,390,52,4.28,836,19552,
ibex_bsdcov_guided_hazard_stall,bsdcov_guided_hazard_stall,888,7,7000,7000,bsd_cov_sample_007000,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/bsdcov_guided_hazard_stall_20k/sample_cov/bsdcov_guided_hazard_stall/bsd_cov_sample_007000/report/cov_report.txt,31.279183619073592,72.17,10089,13980,1703,47.67,3338,7002,358,73.21,10556,14419,2371,59.52,3412,5733,5063,44.18,16045,36321,9322,73.21,10556,14419,2371,37.68,52,138,,90.26,352,390,52,4.28,836,19552,
ibex_bsdcov_guided_hazard_stall,bsdcov_guided_hazard_stall,888,8,8000,8000,bsd_cov_sample_008000,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/bsdcov_guided_hazard_stall_20k/sample_cov/bsdcov_guided_hazard_stall/bsd_cov_sample_008000/report/cov_report.txt,31.64973575703334,72.17,10089,13980,1703,47.67,3338,7002,358,73.21,10556,14419,2371,59.52,3412,5733,5063,44.18,16045,36321,9322,73.21,10556,14419,2371,37.68,52,138,,90.26,352,390,52,4.28,836,19552,
ibex_bsdcov_guided_hazard_stall,bsdcov_guided_hazard_stall,888,9,9000,9000,bsd_cov_sample_009000,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/bsdcov_guided_hazard_stall_20k/sample_cov/bsdcov_guided_hazard_stall/bsd_cov_sample_009000/report/cov_report.txt,30.27044581004884,72.17,10089,13980,1703,47.67,3338,7002,358,73.21,10556,14419,2371,59.52,3412,5733,5063,44.18,16045,36321,9322,73.21,10556,14419,2371,37.68,52,138,,90.26,352,390,52,4.28,836,19552,
ibex_bsdcov_guided_hazard_stall,bsdcov_guided_hazard_stall,888,10,10000,10000,bsd_cov_sample_010000,/home/lvzhengyang/workspace/BSD-Cov/designs/ibex/dv/bsdcov/experiments/ibex_riscvdv/bsdcov_guided_hazard_stall_20k/sample_cov/bsdcov_guided_hazard_stall/bsd_cov_sample_010000/report/cov_report.txt,30.992167936987244,72.17,10089,13980,1703,47.67,3338,7002,358,73.21,10556,14419,2371,59.52,3412,5733,5063,44.18,16045,36321,9322,73.21,10556,14419,2371,37.68,52,138,,90.26,352,390,52,4.28,836,19552,
